,cidade,latitude,longitude
1910,Gurjão,-7.24833,-36.4923
1911,Gurupá,-1.41412,-51.6338
1912,Gurupi,-11.7279,-49.06800000000001
1913,Guzolândia,-20.6467,-50.6645
1914,Harmonia,-29.5456,-51.4185
1915,Heitoraí,-15.719,-49.8268
1916,Heliodora,-22.0644,-45.5453
1917,Heliópolis,-10.6825,-38.2907
1918,Herculândia,-22.0038,-50.3907
1919,Herval,-32.024,-53.3944
1920,Herval d'Oeste,-27.1903,-51.4917
1921,Herveiras,-29.4552,-52.6553
1922,Hidrolina,-14.7261,-49.4634
1923,Holambra,-22.6405,-47.0487
1924,Honório Serpa,-26.139,-52.3848
1925,Horizonte,-4.1209,-38.4707
1926,Horizontina,-27.6282,-54.3053
1927,Hugo Napoleão,-5.9886,-42.5598
1928,Hulha Negra,-31.4067,-53.8667
1929,Humaitá,-27.5691,-53.9695
1930,Humaitá,-7.511710000000001,-63.0327
1931,Humberto de Campos,-2.59828,-43.4649
1932,Iacanga,-21.8896,-49.03100000000001
1933,Iaciara,-14.1011,-46.6335
1934,Iacri,-21.8572,-50.6932
1935,Iaçu,-12.7666,-40.2056
1936,Iapu,-19.4387,-42.2147
1937,Iaras,-22.8682,-49.1634
1938,Iati,-9.04559,-36.8498
1939,Ibaiti,-23.8478,-50.1932
1940,Ibarama,-29.4203,-53.1295
1941,Ibaretama,-4.80376,-38.7501
1942,Ibaté,-21.9584,-47.9882
1943,Ibateguara,-8.97823,-35.9373
1944,Ibatiba,-20.2347,-41.5087
1945,Ibema,-25.1193,-53.0072
1946,Ibertioga,-21.433000000000003,-43.9639
1947,Ibiá,-19.4749,-46.5474
1948,Ibiaçá,-28.0566,-51.8599
1949,Ibiaí,-16.8591,-44.9046
1950,Ibiam,-27.1847,-51.2352
1951,Ibiapina,-3.92403,-40.8911
1952,Ibiara,-7.47957,-38.4059
1953,Ibiassucê,-14.2711,-42.257
1954,Ibicaraí,-14.8579,-39.5914
1955,Ibicaré,-27.0881,-51.3681
1956,Ibicoara,-13.4059,-41.284
1957,Ibicuí,-14.845,-39.9879
1958,Ibicuitinga,-4.96999,-38.6362
1959,Ibimirim,-8.54026,-37.7032
1960,Ibipeba,-11.6438,-42.0195
1961,Ibipitanga,-12.8804,-42.4856
1962,Ibiporã,-23.2659,-51.0522
1963,Ibiquera,-12.6444,-40.9338
1964,Ibirá,-21.083,-49.2448
1965,Ibiracatu,-15.6605,-44.1667
1966,Ibiraci,-20.4611,-47.1222
1967,Ibiraçu,-19.8366,-40.3732
1968,Ibiraiaras,-28.3741,-51.6377
1969,Ibirajuba,-8.57633,-36.1812
1970,Ibirama,-27.0547,-49.5193
1971,Ibirapitanga,-14.1649,-39.3787
1972,Ibirapuã,-17.6832,-40.1129
1973,Ibirapuitã,-28.6247,-52.5158
1974,Ibirarema,-22.8185,-50.0739
1975,Ibirataia,-14.0643,-39.6459
1976,Ibirité,-20.0252,-44.0569
1977,Ibirubá,-28.6302,-53.0961
1978,Ibitiara,-12.6502,-42.2179
1979,Ibitinga,-21.7562,-48.8319
1980,Ibitirama,-20.5466,-41.6667
1981,Ibititá,-11.5414,-41.9748
1982,Ibitiúra de Minas,-22.0604,-46.4368
1983,Ibituruna,-21.1541,-44.7479
1984,Ibiúna,-23.6596,-47.223
1985,Ibotirama,-12.1779,-43.2167
1986,Icapuí,-4.71206,-37.3531
1987,Icaraí de Minas,-16.214000000000002,-44.9034
1988,Icaraíma,-23.3944,-53.615
1989,Icatu,-2.77206,-44.0501
1990,Icém,-20.3391,-49.1915
1991,Ichu,-11.7431,-39.1905
1992,Icó,-6.39627,-38.8554
1993,Iconha,-20.7913,-40.8132
1994,Ielmo Marinho,-5.82447,-35.55
1995,Iepê,-22.6602,-51.0779
1996,Igaci,-9.53768,-36.6372
1997,Igaporã,-13.774,-42.7155
1998,Igaraçu do Tietê,-22.509,-48.5597
1999,Igarapava,-20.0407,-47.7466
2000,Igarapé,-20.0707,-44.2994
2001,Igarapé do Meio,-3.65771,-45.2114
2002,Igarapé Grande,-4.6625,-44.8558
2003,Igarapé-Açu,-1.12539,-47.62600000000001
2004,Igarapé-Miri,-1.97533,-48.9575
2005,Igarassu,-7.828810000000002,-34.9013
2006,Igaratá,-23.2037,-46.157
2007,Igaratinga,-19.9476,-44.7063
2008,Igrapiúna,-13.8295,-39.1361
2009,Igreja Nova,-10.1235,-36.6597
2010,Igrejinha,-29.5693,-50.7919
2011,Iguaba Grande,-22.8495,-42.2299
2012,Iguaí,-14.7528,-40.0894
2013,Iguape,-24.699,-47.5537
2014,Iguaraçu,-23.1949,-51.8256
2015,Iguaracy,-7.832219999999999,-37.5082
2016,Iguatama,-20.1776,-45.7111
2017,Iguatemi,-23.6736,-54.5637
2018,Iguatu,-6.36281,-39.2892
2019,Iguatu,-24.7153,-53.0827
2020,Ijaci,-21.1738,-44.9233
2021,Ijuí,-28.388,-53.92
2022,Ilha Comprida,-24.7307,-47.5383
2023,Ilha das Flores,-10.4425,-36.5479
2024,Ilha de Itamaracá,-7.7476600000000015,-34.8303
2025,Ilha Grande,-2.85774,-41.8186
2026,Ilha Solteira,-20.4326,-51.3426
2027,Ilhabela,-23.7785,-45.3552
2028,Ilhota,-26.9023,-48.8251
2029,Ilicínea,-20.9402,-45.8308
2030,Ilópolis,-28.9282,-52.1258
2031,Imaculada,-7.3889,-37.5079
2032,Imaruí,-28.3339,-48.817
2033,Imbaú,-24.448,-50.7533
2034,Imbé,-29.9753,-50.1281
2035,Imbé de Minas,-19.6017,-41.9695
2036,Imbituva,-25.2285,-50.5989
2037,Imbuia,-27.4908,-49.4218
2038,Imigrante,-29.3508,-51.7748
2039,Imperatriz,-5.51847,-47.4777
2040,Inácio Martins,-25.5704,-51.0769
2041,Inaciolândia,-18.4869,-49.9888
2042,Inajá,-8.90206,-37.8351
2043,Inajá,-22.7509,-52.1995
2044,Inconfidentes,-22.3136,-46.3264
2045,Indaiabira,-15.4911,-42.2005
2046,Indaiatuba,-23.0816,-47.2101
2047,Independência,-27.8354,-54.1886
2048,Independência,-5.3878900000000005,-40.3085
2049,Indiana,-22.1738,-51.2555
2050,Indianópolis,-23.4762,-52.6989
2051,Indianópolis,-19.0341,-47.9155
2052,Indiaporã,-19.979,-50.2909
2053,Indiara,-17.1387,-49.9862
2054,Indiaroba,-11.5157,-37.515
2055,Indiavaí,-15.4921,-58.5802
2056,Ingá,-7.281439999999999,-35.605
2057,Ingaí,-21.4024,-44.9152
2058,Ingazeira,-7.66909,-37.4576
2059,Inhacorá,-27.8752,-54.015
2060,Inhambupe,-11.781,-38.355
2061,Inhangapi,-1.4349,-47.9114
2062,Inhapi,-9.22594,-37.7509
2063,Inhapim,-19.5476,-42.1147
2064,Inhaúma,-19.4898,-44.3934
2065,Inhuma,-6.665,-41.7041
2066,Inhumas,-16.3611,-49.5001
2067,Inimutaba,-18.7271,-44.3584
2068,Inocência,-19.7277,-51.9281
2069,Inúbia Paulista,-21.7695,-50.9633
2070,Iomerê,-27.0019,-51.2442
2071,Ipaba,-19.4158,-42.4139
2072,Ipameri,-17.7215,-48.1581
2073,Ipanema,-19.7992,-41.7164
2074,Ipanguaçu,-5.48984,-36.8501
2075,Ipaporanga,-4.89764,-40.7537
2076,Ipaumirim,-6.78265,-38.7179
2077,Ipaussu,-23.0575,-49.6279
2078,Ipê,-28.8171,-51.2859
2079,Ipecaetá,-12.3028,-39.3069
2080,Iperó,-23.3513,-47.6927
2081,Ipeúna,-22.4355,-47.7151
2082,Ipiaçu,-18.6927,-49.9436
2083,Ipiguá,-20.6557,-49.3842
2084,Ipirá,-12.1561,-39.7359
2085,Ipira,-27.4038,-51.7758
2086,Ipiranga,-25.0238,-50.5794
2087,Ipiranga de Goiás,-15.1689,-49.6695
2088,Ipiranga do Norte,-12.2408,-56.1531
2089,Ipiranga do Piauí,-6.824210000000001,-41.7381
2090,Ipiranga do Sul,-27.9404,-52.4271
2091,Ipixuna,-7.047910000000001,-71.6934
2092,Ipixuna do Pará,-2.55992,-47.5059
2093,Ipojuca,-8.39303,-35.0609
2094,Iporã,-24.0083,-53.706
2095,Iporá,-16.4398,-51.118
2096,Iporã do Oeste,-26.9854,-53.5355
2097,Iporanga,-24.5847,-48.5971
2098,Ipu,-4.3174800000000015,-40.7059
2099,Ipuã,-20.4438,-48.0129
2100,Ipuaçu,-26.635,-52.4556
2101,Ipubi,-7.64505,-40.1476
2102,Ipueira,-6.805960000000002,-37.2045
2103,Ipueiras,-11.2329,-48.46
2104,Ipueiras,-4.53802,-40.7118
2105,Ipuiúna,-22.1013,-46.1915
2106,Ipumirim,-27.0772,-52.1289
2107,Ipupiara,-11.8219,-42.6179
2108,Iracema,2.18305,-61.0415
2109,Iracema,-5.8124,-38.2919
2110,Iracema do Oeste,-24.4262,-53.3528
2111,Iraceminha,-26.8215,-53.2767
2112,Iraí,-27.1951,-53.2543
2113,Iraí de Minas,-18.9819,-47.46100000000001
2114,Irajuba,-13.2563,-40.0848
2115,Iramaia,-13.2902,-40.9595
2116,Iranduba,-3.2747900000000003,-60.19
2117,Irani,-27.0287,-51.9012
2118,Irapuã,-21.2768,-49.4164
2119,Irapuru,-21.5684,-51.3472
2120,Iraquara,-12.2429,-41.6155
2121,Irará,-12.0504,-38.7631
2122,Irati,-25.4697,-50.6493
2123,Irati,-26.6539,-52.8955
2124,Irauçuba,-3.74737,-39.7843
2125,Irecê,-11.3033,-41.8535
2126,Irineópolis,-26.242,-50.7957
2127,Irituia,-1.76984,-47.44600000000001
2128,Irupi,-20.3501,-41.6444
2129,Isaías Coelho,-7.73597,-41.6735
2130,Israelândia,-16.3144,-50.9087
2131,Itá,-27.2907,-52.3212
2132,Itaara,-29.6013,-53.7725
2133,Itabaiana,-7.33167,-35.3317
2134,Itabaiana,-10.6826,-37.4273
2135,Itabaianinha,-11.2693,-37.7875
2136,Itabela,-16.5732,-39.5593
2137,Itaberá,-23.8638,-49.14
2138,Itaberaba,-12.5242,-40.3059
2139,Itaberaí,-16.0206,-49.806
2140,Itabi,-10.1248,-37.1056
2141,Itabira,-19.6239,-43.2312
2142,Itabirinha,-18.5712,-41.234
2143,Itabirito,-20.2501,-43.8038
2144,Itacajá,-8.39293,-47.7726
2145,Itacambira,-17.0625,-43.3069
2146,Itacarambi,-15.089,-44.095
2147,Itacaré,-14.2784,-38.9959
2148,Itacuruba,-8.82231,-38.6975
2149,Itacurubi,-28.7913,-55.2447
2150,Itaeté,-12.9831,-40.9677
2151,Itagi,-14.1615,-40.0131
2152,Itagimirim,-16.0819,-39.6133
2153,Itaguaçu,-19.8018,-40.8601
2154,Itaguaçu da Bahia,-11.0147,-42.3997
2155,Itaguaí,-22.8636,-43.7798
2156,Itaguajé,-22.6183,-51.9674
2157,Itaguara,-20.3947,-44.4875
2158,Itaguari,-15.918,-49.6071
2159,Itaguaru,-15.7565,-49.6354
2160,Itaguatins,-5.77267,-47.4864
2161,Itaí,-23.4213,-49.092
2162,Itaíba,-8.945689999999997,-37.4173
2163,Itaiçaba,-4.67146,-37.833
2164,Itainópolis,-7.44336,-41.4687
2165,Itaiópolis,-26.339,-49.9092
2166,Itaipava do Grajaú,-5.142519999999998,-45.7877
2167,Itaipé,-17.4014,-41.6697
2168,Itaipulândia,-25.1366,-54.3001
2169,Itajá,-5.63894,-36.8712
2170,Itajá,-19.0673,-51.5495
2171,Itajobi,-21.3123,-49.0629
2172,Itaju,-21.9857,-48.8116
2173,Itaju do Colônia,-15.1366,-39.7283
2174,Itajubá,-22.4225,-45.4598
2175,Itajuípe,-14.6788,-39.3698
2176,Italva,-21.4296,-41.7014
2177,Itamarandiba,-17.8552,-42.8561
2178,Itamarati,-6.43852,-68.2437
2179,Itamarati de Minas,-21.4179,-42.813
2180,Itamari,-13.7782,-39.683
2181,Itambacuri,-18.035,-41.683
2182,Itambaracá,-23.0181,-50.4097
2183,Itambé,-23.6601,-51.9912
2184,Itambé,-7.41403,-35.0963
2185,Itambé,-15.2429,-40.63
2186,Itambé do Mato Dentro,-19.4158,-43.3182
2187,Itamogi,-21.0758,-47.04600000000001
2188,Itamonte,-22.2859,-44.868
2189,Itanagra,-12.2614,-38.0436
2190,Itanhaém,-24.1736,-46.788
2191,Itanhandu,-22.2942,-44.9382
2192,Itanhangá,-12.2259,-56.6463
2193,Itanhém,-17.1642,-40.3321
2194,Itanhomi,-19.1736,-41.863
2195,Itaobim,-16.5571,-41.5017
2196,Itaóca,-24.6393,-48.8413
2197,Itaocara,-21.6748,-42.0758
2198,Itapaci,-14.9522,-49.5511
2199,Itapagipe,-19.9062,-49.3781
2200,Itapajé,-3.68314,-39.5855
2201,Itaparica,-12.8932,-38.68
2202,Itapé,-14.8876,-39.4239
2203,Itapebi,-15.9551,-39.5329
2204,Itapecerica,-20.4704,-45.127
2205,Itapecerica da Serra,-23.7161,-46.8572
2206,Itapecuru Mirim,-3.40202,-44.3508
2207,Itapejara d'Oeste,-25.9619,-52.8152
2208,Itapemirim,-21.0095,-40.8307
2209,Itaperuçu,-25.2193,-49.3454
2210,Itaperuna,-21.1997,-41.8799
2211,Itapetim,-7.37178,-37.1863
2212,Itapetinga,-15.2475,-40.2482
2213,Itapetininga,-23.5886,-48.0483
2214,Itapeva,-23.9788,-48.8764
2215,Itapeva,-22.7665,-46.2241
2216,Itapevi,-23.5488,-46.9327
2217,Itapicuru,-11.3088,-38.2262
2218,Itapipoca,-3.4993300000000005,-39.5836
2219,Itapira,-22.4357,-46.8224
2220,Itapiranga,-2.74081,-58.0293
2221,Itapiranga,-27.1659,-53.7166
2222,Itapirapuã,-15.8205,-50.6094
2223,Itapirapuã Paulista,-24.572,-49.1661
2224,Itapiratins,-8.37982,-48.1072
2225,Itapissuma,-7.76798,-34.8971
2226,Itapitanga,-14.4139,-39.5657
2227,Itapiúna,-4.55516,-38.9281
2228,Itapoá,-26.1158,-48.6182
2229,Itápolis,-21.5942,-48.8149
2230,Itaporã,-22.08,-54.7934
2231,Itaporã do Tocantins,-8.57172,-48.6895
2232,Itaporanga,-23.7043,-49.4819
2233,Itaporanga,-7.30202,-38.1504
2234,Itaporanga d'Ajuda,-10.99,-37.3078
2235,Itapororoca,-6.823739999999999,-35.2406
2236,Itapuã do Oeste,-9.19687,-63.1809
2237,Itapuca,-28.7768,-52.1693
2238,Itapuí,-22.2324,-48.7197
2239,Itapura,-20.6419,-51.5063
2240,Itapuranga,-15.5606,-49.949
2241,Itaquaquecetuba,-23.4835,-46.3457
2242,Itaquara,-13.4459,-39.9378
2243,Itaqui,-29.1311,-56.5515
2244,Itaquiraí,-23.4779,-54.187
2245,Itaquitinga,-7.66373,-35.1002
2246,Itarana,-19.875,-40.8753
2247,Itarantim,-15.6528,-40.065
2248,Itararé,-24.1085,-49.3352
2249,Itarema,-2.9248,-39.9167
2250,Itariri,-24.2834,-47.1736
2251,Itarumã,-18.7646,-51.3485
2252,Itati,-29.4974,-50.1016
2253,Itatiaia,-22.4897,-44.5675
2254,Itatiaiuçu,-20.1983,-44.4211
2255,Itatiba,-23.0035,-46.8464
2256,Itatiba do Sul,-27.3846,-52.4538
2257,Itatim,-12.7099,-39.6952
2258,Itatinga,-23.1047,-48.6157
2259,Itatira,-4.52608,-39.6202
2260,Itatuba,-7.38115,-35.63800000000001
2261,Itaú,-5.8363,-37.9912
2262,Itaú de Minas,-20.7375,-46.7525
2263,Itaúba,-11.0614,-55.2766
2264,Itaubal,0.6021850000000001,-50.6996
2265,Itauçu,-16.2029,-49.6109
2266,Itaueira,-7.5998899999999985,-43.0249
2267,Itaúna,-20.0818,-44.5801
2268,Itaúna do Sul,-22.7289,-52.8874
2269,Itaverava,-20.6769,-43.6141
2270,Itinga,-16.61,-41.7672
2271,Itinga do Maranhão,-4.45293,-47.5235
2272,Itiquira,-17.2147,-54.1422
2273,Itirapina,-22.2562,-47.8166
2274,Itirapuã,-20.6416,-47.2194
2275,Itiruçu,-13.529000000000002,-40.1472
2276,Itiúba,-10.6948,-39.8446
2277,Itobi,-21.7309,-46.9743
2278,Itu,-23.2544,-47.2927
2279,Ituaçu,-13.8107,-41.3003
2280,Ituberá,-13.7249,-39.1481
2281,Itueta,-19.3999,-41.1746
2282,Ituiutaba,-18.9772,-49.4639
2283,Itumirim,-21.3171,-44.8724
2284,Itupeva,-23.1526,-47.0593
2285,Itupiranga,-5.13272,-49.3358
2286,Ituporanga,-27.4101,-49.5963
2287,Iturama,-19.7276,-50.1966
2288,Itutinga,-21.3,-44.6567
2289,Ituverava,-20.3355,-47.7902
2290,Iuiú,-14.4054,-43.5595
2291,Iúna,-20.3531,-41.5334
2292,Ivaí,-25.0067,-50.857
2293,Ivaiporã,-24.2485,-51.6754
2294,Ivaté,-23.4072,-53.3687
2295,Ivatuba,-23.6187,-52.2203
2296,Ivinhema,-22.3046,-53.8184
2297,Ivolândia,-16.5995,-50.7921
2298,Ivorá,-29.5232,-53.5842
2299,Jaborá,-27.1782,-51.7279
2300,Jaborandi,-13.6071,-44.4255
2301,Jaborandi,-20.6884,-48.4112
2302,Jaboti,-23.7435,-50.0729
2303,Jaboticaba,-27.6347,-53.2762
2304,Jaboticabal,-21.252,-48.3252
2305,Jaboticatubas,-19.5119,-43.7373
2306,Jaçanã,-6.41856,-36.2031
2307,Jacaraci,-14.8541,-42.4329
2308,Jacaraú,-6.61453,-35.289
2309,Jacaré dos Homens,-9.63545,-37.2076
2310,Jacareacanga,-6.21469,-57.7544
2311,Jacareí,-23.2983,-45.9658
2312,Jacarezinho,-23.1591,-49.9739
2313,Jaci,-20.8805,-49.5797
2314,Jaciara,-15.9548,-54.9733
2315,Jacinto,-16.1428,-40.295
2316,Jacinto Machado,-28.9961,-49.7623
2317,Jacobina,-11.1812,-40.5117
2318,Jacobina do Piauí,-7.930630000000002,-41.2075
2319,Jacuí,-21.0137,-46.7359
2320,Jacuípe,-8.83951,-35.4591
2321,Jacuizinho,-29.0401,-53.0657
2322,Jacundá,-4.44617,-49.1153
2323,Jacupiranga,-24.6963,-48.0064
2324,Jacutinga,-27.7291,-52.5372
2325,Jacutinga,-22.286,-46.6166
2326,Jaguapitã,-23.1104,-51.5342
2327,Jaguaquara,-13.5248,-39.964
2328,Jaguaraçu,-19.647,-42.7498
2329,Jaguarão,-32.5604,-53.377
2330,Jaguarari,-10.2569,-40.1999
2331,Jaguaré,-18.907,-40.0759
2332,Jaguaretama,-5.6051,-38.7639
2333,Jaguari,-29.4936,-54.703
2334,Jaguariaíva,-24.2439,-49.7066
2335,Jaguaribara,-5.67765,-38.5359
2336,Jaguaribe,-5.9021300000000005,-38.6227
2337,Jaguaripe,-13.1109,-38.8939
2338,Jaguaruana,-4.83151,-37.781
2339,Jaíba,-15.3432,-43.6688
2340,Jaicós,-7.36229,-41.1371
2341,Jales,-20.2672,-50.5494
2342,Jambeiro,-23.2522,-45.6942
2343,Jampruca,-18.461,-41.809
2344,Janaúba,-15.8022,-43.3132
2345,Jandaia,-17.0481,-50.1453
2346,Jandaia do Sul,-23.6011,-51.6448
2347,Jandaíra,-5.35211,-36.1278
2348,Jandaíra,-11.5616,-37.7853
2349,Jandira,-23.5275,-46.9023
2350,Janduís,-6.01474,-37.4048
2351,Jangada,-15.235,-56.4917
2352,Janiópolis,-24.1401,-52.7784
2353,Januária,-15.4802,-44.3639
2354,Januário Cicco (Boa Saúde),-6.16566,-35.6219
2355,Japaraíba,-20.1442,-45.5015
2356,Japaratinga,-9.08746,-35.2634
2357,Japaratuba,-10.5849,-36.9418
2358,Japeri,-22.6435,-43.6602
2359,Japi,-6.46544,-35.9346
2360,Japira,-23.8142,-50.1422
2361,Japoatã,-10.3477,-36.8045
2362,Japonvar,-15.9891,-44.2758
2363,Japorã,-23.8903,-54.4059
2364,Japurá,-23.4693,-52.5557
2365,Japurá,-1.88237,-66.9291
2366,Jaqueira,-8.726180000000001,-35.7942
2367,Jaquirana,-28.8811,-50.3637
2368,Jaraguá,-15.7529,-49.3344
2369,Jaraguari,-20.1386,-54.3996
2370,Jaramataia,-9.66224,-37.0046
2371,Jardim,-7.575989999999999,-39.2826
2372,Jardim,-21.4799,-56.1489
2373,Jardim Alegre,-24.1809,-51.6902
2374,Jardim de Angicos,-5.64999,-35.9713
2375,Jardim de Piranhas,-6.37665,-37.3496
2376,Jardim do Mulato,-6.099,-42.63
2377,Jardim do Seridó,-6.58047,-36.7736
2378,Jardim Olinda,-22.5523,-52.0503
2379,Jardinópolis,-21.0176,-47.7606
2380,Jardinópolis,-26.7191,-52.8625
2381,Jari,-29.2922,-54.2237
2382,Jarinu,-23.1039,-46.728
2383,Jaru,-10.4318,-62.4788
2384,Jataizinho,-23.2578,-50.9777
2385,Jataúba,-7.97668,-36.4943
2386,Jateí,-22.4806,-54.3079
2387,Jati,-7.6797,-39.0029
2388,Jatobá,-5.82282,-44.2153
2389,Jatobá,-9.17476,-38.2607
2390,Jatobá do Piauí,-4.77025,-41.817
2391,Jaú,-22.2936,-48.5592
2392,Jaú do Tocantins,-12.6509,-48.589
2393,Jaupaci,-16.1773,-50.9508
2394,Jauru,-15.3342,-58.8723
2395,Jeceaba,-20.5339,-43.9894
2396,Jenipapo de Minas,-17.0831,-42.2589
2397,Jenipapo dos Vieiras,-5.3623699999999985,-45.6356
2398,Jequeri,-20.4542,-42.6651
2399,Jequiá da Praia,-10.0133,-36.0142
2400,Jequitaí,-17.229,-44.4376
2401,Jequitibá,-19.2345,-44.0304
2402,Jequitinhonha,-16.4375,-41.0117
2403,Jeremoabo,-10.0685,-38.3471
2404,Jericó,-6.54577,-37.8036
2405,Jeriquara,-20.3116,-47.5918
2406,Jerônimo Monteiro,-20.7994,-41.3948
2407,Jerumenha,-7.09128,-43.5033
2408,Jesuânia,-21.9887,-45.2911
2409,Jesuítas,-24.3839,-53.3849
2410,Jesúpolis,-15.9484,-49.3739
2411,Jijoca de Jericoacoara,-2.79331,-40.5127
2412,Jiquiriçá,-13.2621,-39.5737
2413,Jitaúna,-14.0131,-39.8969
2414,Joaçaba,-27.1721,-51.5108
2415,Joaíma,-16.6522,-41.0229
2416,Joanésia,-19.1729,-42.6775
2417,Joanópolis,-22.927,-46.2741
2418,João Alfredo,-7.86565,-35.5787
2419,João Câmara,-5.54094,-35.8122
2420,João Costa,-8.50736,-42.4264
2421,João Dias,-6.27215,-37.7885
2422,João Dourado,-11.3486,-41.6548
2423,João Lisboa,-5.4436300000000015,-47.4064
2424,João Monlevade,-19.8126,-43.1735
2425,João Neiva,-19.7577,-40.386
2426,João Pinheiro,-17.7398,-46.1715
2427,João Ramalho,-22.2473,-50.7694
2428,Joaquim Felício,-17.758,-44.1643
2429,Joaquim Gomes,-9.1328,-35.7474
2430,Joaquim Nabuco,-8.622810000000001,-35.5288
2431,Joaquim Pires,-3.50164,-42.1865
2432,Joaquim Távora,-23.4987,-49.909
2433,Joca Claudino,-6.483619999999998,-38.4764
2434,Joca Marques,-3.4804,-42.4255
2435,Jóia,-28.6435,-54.1141
2436,Jordânia,-15.9009,-40.1841
2437,Jordão,-9.43091,-71.8974
2438,José Boiteux,-26.9566,-49.6286
2439,José Bonifácio,-21.0551,-49.6892
2440,José da Penha,-6.31095,-38.2823
2441,José de Freitas,-4.75146,-42.5746
2442,José Gonçalves de Minas,-16.9053,-42.6014
2443,José Raydan,-18.2195,-42.4946
2444,Joselândia,-4.98611,-44.6958
2445,Josenópolis,-16.5417,-42.5151
2446,Joviânia,-17.802,-49.6197
2447,Juara,-11.2639,-57.5244
2448,Juarez Távora,-7.1713,-35.5686
2449,Juarina,-8.11951,-49.0643
2450,Juatuba,-19.9448,-44.3451
2451,Juazeirinho,-7.0609199999999985,-36.5793
2452,Juazeiro do Piauí,-5.17459,-41.6976
2453,Jucás,-6.51523,-39.5187
2454,Jucati,-8.70195,-36.4871
2455,Jucuruçu,-16.8488,-40.1641
2456,Jucurutu,-6.0306,-37.009
2457,Juína,-11.3728,-58.7483
2458,Júlio Borges,-10.3225,-44.2381
2459,Júlio de Castilhos,-29.2299,-53.6772
2460,Júlio Mesquita,-22.0112,-49.7873
2461,Jumirim,-23.0884,-47.7868
2462,Junco do Maranhão,-1.83888,-46.09
2463,Junco do Seridó,-6.99269,-36.7166
2464,Jundiá,-6.26866,-35.3495
2465,Jundiá,-8.93297,-35.5669
2466,Jundiaí do Sul,-23.4357,-50.2496
2467,Junqueiro,-9.90696,-36.4803
2468,Junqueirópolis,-21.5103,-51.4342
2469,Jupi,-8.70904,-36.4126
2470,Jupiá,-26.395,-52.7298
2471,Juquiá,-24.3101,-47.6426
2472,Juquitiba,-23.9244,-47.0653
2473,Juramento,-16.8473,-43.5865
2474,Juranda,-24.4209,-52.8413
2475,Jurema,-8.707139999999999,-36.1347
2476,Jurema,-9.21992,-43.1337
2477,Juripiranga,-7.36176,-35.2321
2478,Juru,-7.52983,-37.815
2479,Juruá,-3.4843800000000003,-66.0718
2480,Juruaia,-21.2493,-46.5735
2481,Juruena,-10.3178,-58.3592
2482,Juruti,-2.16347,-56.0889
2483,Juscimeira,-16.0633,-54.8859
2484,Jussara,-11.0431,-41.9702
2485,Jussara,-15.8659,-50.8668
2486,Jussara,-23.6219,-52.4693
2487,Jussari,-15.192,-39.491
2488,Jussiape,-13.5155,-41.5882
2489,Jutaí,-2.75814,-66.7595
2490,Juti,-22.8596,-54.6061
2491,Juvenília,-14.2662,-44.1597
2492,Kaloré,-23.8188,-51.6687
2493,Lábrea,-7.2641300000000015,-64.7948
2494,Lacerdópolis,-27.2579,-51.5577
2495,Ladainha,-17.6279,-41.7488
2496,Ladário,-19.0089,-57.5973
2497,Lafaiete Coutinho,-13.6541,-40.2119
2498,Lagamar,-18.1759,-46.8063
2499,Lagarto,-10.9136,-37.6689
2500,Lago da Pedra,-4.56974,-45.1319
2501,Lago do Junco,-4.609,-45.049
2502,Lago dos Rodrigues,-4.6117300000000006,-44.9798
2503,Lago Verde,-3.94661,-44.826
2504,Lagoa,-6.5857199999999985,-37.9127
2505,Lagoa Alegre,-4.51539,-42.6309
2506,Lagoa Bonita do Sul,-29.4939,-53.017
2507,Lagoa d'Anta,-6.39493,-35.5949
2508,Lagoa da Canoa,-9.83291,-36.7413
2509,Lagoa da Confusão,-10.7906,-49.6199
2510,Lagoa de Dentro,-6.67213,-35.3706
2511,Lagoa de Itaenga,-7.93005,-35.2874
2512,Lagoa de Pedras,-6.15082,-35.4299
2513,Lagoa de São Francisco,-4.38505,-41.5969
2514,Lagoa de Velhos,-6.0119,-35.8729
2515,Lagoa do Barro do Piauí,-8.47673,-41.5342
2516,Lagoa do Carro,-7.84383,-35.3108
2517,Lagoa do Mato,-6.05023,-43.5333
2518,Lagoa do Ouro,-9.12567,-36.4584
2519,Lagoa do Piauí,-5.41864,-42.6437
2520,Lagoa do Sítio,-6.50766,-41.5653
2521,Lagoa do Tocantins,-10.368,-47.538
2522,Lagoa dos Gatos,-8.6602,-35.904
2523,Lagoa dos Patos,-16.977999999999998,-44.5754
2524,Lagoa dos Três Cantos,-28.5676,-52.8618
2525,Lagoa Dourada,-20.9139,-44.0797
2526,Lagoa Formosa,-18.7715,-46.4012
2527,Lagoa Grande,-17.8323,-46.5165
2528,Lagoa Grande,-8.99452,-40.2767
2529,Lagoa Grande do Maranhão,-4.98893,-45.3816
2530,Lagoa Nova,-6.09339,-36.4703
2531,Lagoa Real,-14.0334,-42.1328
2532,Lagoa Salgada,-6.12295,-35.4724
2533,Lagoa Santa,-19.1832,-51.3998
2534,Lagoa Santa,-19.6397,-43.8932
2535,Lagoa Seca,-7.15535,-35.8491
2536,Lagoa Vermelha,-28.2093,-51.5248
2537,Lagoão,-29.2348,-52.7997
2538,Lagoinha,-23.0846,-45.1944
2539,Lagoinha do Piauí,-5.8307400000000005,-42.6223
