,cidade,latitude,longitude
4007,Rosário do Catete,-10.6904,-37.0357
4008,Rosário do Ivaí,-24.2682,-51.272
4009,Rosário do Sul,-30.2515,-54.9221
4010,Rosário Oeste,-14.8259,-56.4236
4011,Roseira,-22.8938,-45.307
4012,Roteiro,-9.83503,-35.9782
4013,Rubelita,-16.4053,-42.261
4014,Rubiácea,-21.3006,-50.7296
4015,Rubiataba,-15.1617,-49.8048
4016,Rubim,-16.3775,-40.5397
4017,Rubinéia,-20.1759,-51.007
4018,Rurópolis,-4.1002800000000015,-54.9092
4019,Russas,-4.92673,-37.9721
4020,Ruy Barbosa,-5.88745,-35.933
4021,Ruy Barbosa,-12.2816,-40.4931
4022,Sabáudia,-23.3155,-51.555
4023,Sabino,-21.4593,-49.5755
4024,Sabinópolis,-18.6653,-43.0752
4025,Saboeiro,-6.5346,-39.9017
4026,Sacramento,-19.8622,-47.4508
4027,Sagrada Família,-27.7085,-53.1351
4028,Sagres,-21.8823,-50.9594
4029,Sairé,-8.32864,-35.6967
4030,Saldanha Marinho,-28.3941,-53.097
4031,Sales,-21.3427,-49.4897
4032,Sales Oliveira,-20.7696,-47.8369
4033,Salesópolis,-23.5288,-45.8465
4034,Salete,-26.9798,-49.9988
4035,Salgadinho,-7.10098,-36.8458
4036,Salgadinho,-7.9269,-35.6503
4037,Salgado,-11.0288,-37.4804
4038,Salgado de São Félix,-7.35337,-35.4305
4039,Salgado Filho,-26.1777,-53.3631
4040,Salgueiro,-8.07373,-39.1247
4041,Salinas,-16.1753,-42.2964
4042,Salinas da Margarida,-12.873,-38.7562
4043,Salinópolis,-0.630815,-47.3465
4044,Salitre,-7.2839800000000015,-40.45
4045,Salmourão,-21.6267,-50.8614
4046,Saloá,-8.9723,-36.691
4047,Saltinho,-26.6049,-53.0578
4048,Saltinho,-22.8442,-47.6754
4049,Salto,-23.1996,-47.2931
4050,Salto da Divisa,-16.0063,-39.9391
4051,Salto de Pirapora,-23.6474,-47.5743
4052,Salto do Céu,-15.1303,-58.1317
4053,Salto do Itararé,-23.6074,-49.6354
4054,Salto do Jacuí,-29.0951,-53.2133
4055,Salto do Lontra,-25.7813,-53.3135
4056,Salto Grande,-22.8894,-49.9831
4057,Salto Veloso,-26.903,-51.4043
4058,Salvador das Missões,-28.1233,-54.8373
4059,Salvador do Sul,-29.4386,-51.5077
4060,Salvaterra,-0.758444,-48.5139
4061,Sambaíba,-7.1344699999999985,-45.3515
4062,Sampaio,-5.35423,-47.8782
4063,Sananduva,-27.947,-51.8079
4064,Sanclerlândia,-16.197,-50.3124
4065,Sandolândia,-12.538,-49.9242
4066,Sandovalina,-22.4551,-51.7648
4067,Sangão,-28.6326,-49.1322
4068,Sanharó,-8.36097,-36.5696
4069,Santa Adélia,-21.2427,-48.8063
4070,Santa Albertina,-20.0311,-50.7297
4071,Santa Amélia,-23.2654,-50.4288
4072,Santa Bárbara,-11.9515,-38.9681
4073,Santa Bárbara,-19.9604,-43.4101
4074,Santa Bárbara d'Oeste,-22.7553,-47.4143
4075,Santa Bárbara de Goiás,-16.5714,-49.6954
4076,Santa Bárbara do Leste,-19.9753,-42.1457
4077,Santa Bárbara do Monte Verde,-21.9592,-43.7027
4078,Santa Bárbara do Pará,-1.19219,-48.238
4079,Santa Bárbara do Sul,-28.3653,-53.25100000000001
4080,Santa Bárbara do Tugúrio,-21.2431,-43.5607
4081,Santa Branca,-23.3933,-45.8875
4082,Santa Brígida,-9.73227,-38.1209
4083,Santa Carmem,-11.9125,-55.2263
4084,Santa Cecília,-26.9592,-50.4252
4085,Santa Cecília,-7.7389,-35.8764
4086,Santa Cecília do Pavão,-23.5201,-50.7835
4087,Santa Cecília do Sul,-28.1609,-51.9279
4088,Santa Clara d'Oeste,-20.09,-50.9491
4089,Santa Clara do Sul,-29.4747,-52.0843
4090,Santa Cruz,-6.22475,-36.0193
4091,Santa Cruz,-6.5237,-38.0617
4092,Santa Cruz,-8.241530000000001,-40.3434
4093,Santa Cruz Cabrália,-16.2825,-39.0295
4094,Santa Cruz da Baixa Verde,-7.813389999999999,-38.1476
4095,Santa Cruz da Conceição,-22.1405,-47.4512
4096,Santa Cruz da Esperança,-21.2951,-47.4304
4097,Santa Cruz da Vitória,-14.964,-39.8115
4098,Santa Cruz das Palmeiras,-21.8235,-47.24800000000001
4099,Santa Cruz de Goiás,-17.3155,-48.4809
4100,Santa Cruz de Minas,-21.1241,-44.2202
4101,Santa Cruz de Monte Castelo,-22.9582,-53.2949
4102,Santa Cruz de Salinas,-16.0967,-41.7418
4103,Santa Cruz do Arari,-0.6610189999999999,-49.1771
4104,Santa Cruz do Capibaribe,-7.94802,-36.2061
4105,Santa Cruz do Escalvado,-20.2372,-42.8169
4106,Santa Cruz do Piauí,-7.1785,-41.7609
4107,Santa Cruz do Rio Pardo,-22.8988,-49.6354
4108,Santa Cruz do Sul,-29.722,-52.4343
4109,Santa Cruz do Xingu,-10.1532,-52.3953
4110,Santa Cruz dos Milagres,-5.80581,-41.9506
4111,Santa Efigênia de Minas,-18.8235,-42.4388
4112,Santa Ernestina,-21.4618,-48.3953
4113,Santa Fé,-23.04,-51.808
4114,Santa Fé de Goiás,-15.7664,-51.1037
4115,Santa Fé de Minas,-16.6859,-45.4102
4116,Santa Fé do Araguaia,-7.15803,-48.7165
4117,Santa Fé do Sul,-20.2083,-50.932
4118,Santa Filomena,-9.11228,-45.9116
4119,Santa Filomena,-8.16688,-40.6079
4120,Santa Filomena do Maranhão,-5.49671,-44.5638
4121,Santa Gertrudes,-22.4572,-47.5272
4122,Santa Helena,-24.8585,-54.33600000000001
4123,Santa Helena,-26.937,-53.6214
4124,Santa Helena,-2.24426,-45.29
4125,Santa Helena,-6.7176,-38.6427
4126,Santa Helena de Goiás,-17.8115,-50.5977
4127,Santa Helena de Minas,-16.9707,-40.6727
4128,Santa Inês,-13.2793,-39.814
4129,Santa Inês,-22.6376,-51.9024
4130,Santa Inês,-7.621,-38.554
4131,Santa Inês,-3.65112,-45.3774
4132,Santa Isabel,-23.3172,-46.2237
4133,Santa Isabel,-15.2958,-49.4259
4134,Santa Isabel do Ivaí,-23.0025,-53.1989
4135,Santa Isabel do Rio Negro,-0.410824,-65.0092
4136,Santa Izabel do Oeste,-25.8217,-53.4801
4137,Santa Izabel do Pará,-1.29686,-48.1606
4138,Santa Juliana,-19.3108,-47.5322
4139,Santa Leopoldina,-20.0999,-40.527
4140,Santa Lúcia,-21.685,-48.0885
4141,Santa Lúcia,-25.4104,-53.5638
4142,Santa Luz,-8.9488,-44.1296
4143,Santa Luzia D'Oeste,-11.9074,-61.7777
4144,Santa Luzia do Itanhy,-11.3536,-37.4586
4145,Santa Luzia do Norte,-9.6037,-35.8232
4146,Santa Luzia do Pará,-1.52147,-46.9008
4147,Santa Luzia do Paruá,-2.51123,-45.7801
4148,Santa Margarida,-20.3839,-42.2519
4149,Santa Margarida do Sul,-30.3393,-54.0817
4150,Santa Maria da Boa Vista,-8.79766,-39.8241
4151,Santa Maria da Serra,-22.5661,-48.1593
4152,Santa Maria da Vitória,-13.3859,-44.2011
4153,Santa Maria das Barreiras,-8.85784,-49.7215
4154,Santa Maria de Itabira,-19.4431,-43.1064
4155,Santa Maria de Jetibá,-20.0253,-40.7439
4156,Santa Maria do Cambucá,-7.836760000000001,-35.8941
4157,Santa Maria do Herval,-29.4902,-50.9919
4158,Santa Maria do Oeste,-24.9377,-51.8696
4159,Santa Maria do Pará,-1.35392,-47.5712
4160,Santa Maria do Salto,-16.2479,-40.1512
4161,Santa Maria do Suaçuí,-18.1896,-42.4139
4162,Santa Maria do Tocantins,-8.8046,-47.7887
4163,Santa Maria Madalena,-21.9547,-42.0098
4164,Santa Mariana,-23.1465,-50.5167
4165,Santa Mercedes,-21.3495,-51.7564
4166,Santa Mônica,-23.108,-53.1103
4167,Santa Quitéria,-4.32608,-40.1523
4168,Santa Quitéria do Maranhão,-3.4930800000000004,-42.5688
4169,Santa Rita,-3.14241,-44.3211
4170,Santa Rita,-7.11724,-34.9753
4171,Santa Rita d'Oeste,-20.1414,-50.8358
4172,Santa Rita de Caldas,-22.0292,-46.3385
4173,Santa Rita de Cássia,-11.0063,-44.5255
4174,Santa Rita de Ibitipoca,-21.5658,-43.9163
4175,Santa Rita de Jacutinga,-22.1474,-44.0977
4176,Santa Rita de Minas,-19.876,-42.1363
4177,Santa Rita do Araguaia,-17.3269,-53.2012
4178,Santa Rita do Itueto,-19.3576,-41.3821
4179,Santa Rita do Novo Destino,-15.1351,-49.1203
4180,Santa Rita do Pardo,-21.3016,-52.8333
4181,Santa Rita do Passa Quatro,-21.7083,-47.478
4182,Santa Rita do Sapucaí,-22.2461,-45.7034
4183,Santa Rita do Tocantins,-10.8617,-48.9161
4184,Santa Rita do Trivelato,-13.8146,-55.2706
4185,Santa Rosa da Serra,-19.5186,-45.9611
4186,Santa Rosa de Goiás,-16.084,-49.4953
4187,Santa Rosa de Lima,-28.0331,-49.133
4188,Santa Rosa de Lima,-10.6434,-37.1931
4189,Santa Rosa de Viterbo,-21.4776,-47.3622
4190,Santa Rosa do Piauí,-6.79581,-42.2814
4191,Santa Rosa do Purus,-9.44652,-70.4902
4192,Santa Rosa do Sul,-29.1313,-49.7109
4193,Santa Rosa do Tocantins,-11.4474,-48.1216
4194,Santa Salete,-20.2429,-50.6887
4195,Santa Teresinha,-12.7697,-39.5215
4196,Santa Teresinha,-7.07964,-37.4435
4197,Santa Tereza,-29.1655,-51.7351
4198,Santa Tereza de Goiás,-13.7138,-49.0144
4199,Santa Tereza do Oeste,-25.0543,-53.6274
4200,Santa Tereza do Tocantins,-10.2746,-47.8033
4201,Santa Terezinha,-26.7813,-50.00899999999999
4202,Santa Terezinha,-10.4704,-50.514
4203,Santa Terezinha,-7.37696,-37.4787
4204,Santa Terezinha de Goiás,-14.4326,-49.7091
4205,Santa Terezinha de Itaipu,-25.4391,-54.402
4206,Santa Terezinha do Progresso,-26.624,-53.1997
4207,Santa Terezinha do Tocantins,-6.4443800000000016,-47.6684
4208,Santa Vitória,-18.8414,-50.1208
4209,Santa Vitória do Palmar,-33.525,-53.3717
4210,Santaluz,-11.2508,-39.375
4211,Santana,-12.9792,-44.0506
4212,Santana,-0.045434,-51.1729
4213,Santana da Boa Vista,-30.8697,-53.11
4214,Santana da Ponte Pensa,-20.2523,-50.8014
4215,Santana da Vargem,-21.2449,-45.5005
4216,Santana de Cataguases,-21.2893,-42.5524
4217,Santana de Mangueira,-7.54705,-38.3236
4218,Santana de Pirapama,-18.9962,-44.0409
4219,Santana do Acaraú,-3.46144,-40.2118
4220,Santana do Araguaia,-9.3281,-50.35
4221,Santana do Cariri,-7.1761300000000015,-39.7302
4222,Santana do Deserto,-21.9512,-43.1583
4223,Santana do Garambéu,-21.5983,-44.105
4224,Santana do Ipanema,-9.36999,-37.24800000000001
4225,Santana do Itararé,-23.7587,-49.6293
4226,Santana do Jacaré,-20.9007,-45.1285
4227,Santana do Manhuaçu,-20.1031,-41.9278
4228,Santana do Maranhão,-3.109,-42.4064
4229,Santana do Matos,-5.94605,-36.6578
4230,Santana do Mundaú,-9.17141,-36.2176
4231,Santana do Paraíso,-19.3661,-42.5446
4232,Santana do Piauí,-6.946960000000002,-41.5178
4233,Santana do Riacho,-19.1662,-43.722
4234,Santana do São Francisco,-10.2922,-36.6105
4235,Santana do Seridó,-6.7664300000000015,-36.7312
4236,Santana dos Garrotes,-7.38162,-37.9819
4237,Santana dos Montes,-20.7868,-43.6949
4238,Santanópolis,-12.0311,-38.8694
4239,Santarém,-2.4384900000000003,-54.6996
4240,Santarém Novo,-0.93097,-47.3855
4241,Santiago do Sul,-26.6388,-52.6799
4242,Santo Afonso,-14.4945,-57.0091
4243,Santo Amaro,-12.5472,-38.7137
4244,Santo Amaro da Imperatriz,-27.6852,-48.7813
4245,Santo Amaro das Brotas,-10.7892,-37.0564
4246,Santo Amaro do Maranhão,-2.50068,-43.238
4247,Santo Anastácio,-21.9747,-51.6527
4248,Santo Ângelo,-28.3001,-54.2668
4249,Santo Antônio,-6.31195,-35.4739
4250,Santo Antônio da Alegria,-21.0864,-47.1464
4251,Santo Antônio da Barra,-17.5585,-50.6345
4252,Santo Antônio da Platina,-23.2959,-50.0815
4253,Santo Antônio das Missões,-28.514,-55.2251
4254,Santo Antônio de Goiás,-16.4815,-49.3096
4255,Santo Antônio de Jesus,-12.9614,-39.2584
4256,Santo Antônio de Lisboa,-6.98676,-41.2252
4257,Santo Antônio de Pádua,-21.541,-42.1832
4258,Santo Antônio de Posse,-22.6029,-46.9192
4259,Santo Antônio do Amparo,-20.943,-44.9176
4260,Santo Antônio do Aracanguá,-20.9331,-50.49800000000001
4261,Santo Antônio do Aventureiro,-21.7606,-42.8115
4262,Santo Antônio do Caiuá,-22.7351,-52.344
4263,Santo Antônio do Descoberto,-15.9412,-48.2578
4264,Santo Antônio do Grama,-20.3185,-42.6047
4265,Santo Antônio do Itambé,-18.4609,-43.3006
4266,Santo Antônio do Jacinto,-16.5332,-40.1817
4267,Santo Antônio do Jardim,-22.1121,-46.6845
4268,Santo Antônio do Leste,-14.805,-53.6075
4269,Santo Antônio do Leverger,-15.8632,-56.0788
4270,Santo Antônio do Monte,-20.085,-45.2947
4271,Santo Antônio do Palma,-28.4956,-52.0267
4272,Santo Antônio do Paraíso,-23.4969,-50.6455
4273,Santo Antônio do Pinhal,-22.827,-45.663
4274,Santo Antônio do Planalto,-28.403,-52.6992
4275,Santo Antônio do Retiro,-15.3393,-42.6171
4276,Santo Antônio do Rio Abaixo,-19.2374,-43.2604
4277,Santo Antônio do Sudoeste,-26.0737,-53.7251
4278,Santo Antônio do Tauá,-1.1522,-48.1314
4279,Santo Antônio dos Lopes,-4.86613,-44.3653
4280,Santo Antônio dos Milagres,-6.0464699999999985,-42.7123
4281,Santo Augusto,-27.8526,-53.7776
4282,Santo Cristo,-27.8263,-54.662
4283,Santo Estêvão,-12.428,-39.2505
4284,Santo Expedito,-21.8467,-51.3929
4285,Santo Expedito do Sul,-27.9074,-51.6434
4286,Santo Hipólito,-18.2968,-44.2229
4287,Santo Inácio,-22.6957,-51.7969
4288,Santo Inácio do Piauí,-7.420719999999998,-41.9063
4289,Santópolis do Aguapeí,-21.6376,-50.5044
4290,Santos,-23.9535,-46.335
4291,Santos Dumont,-21.4634,-43.5499
4292,São Benedito,-4.04713,-40.8596
4293,São Benedito do Rio Preto,-3.33515,-43.5287
4294,São Benedito do Sul,-8.8166,-35.9453
4295,São Bentinho,-6.885960000000002,-37.7243
4296,São Bento,-6.48529,-37.4488
4297,São Bento,-2.69781,-44.8289
4298,São Bento Abade,-21.5839,-45.0699
4299,São Bento do Norte,-5.09259,-35.9587
4300,São Bento do Sapucaí,-22.6837,-45.7287
4301,São Bento do Sul,-26.2495,-49.3831
4302,São Bento do Tocantins,-6.0258,-47.9012
4303,São Bento do Trairí,-6.33798,-36.0863
4304,São Bento do Una,-8.52637,-36.4465
4305,São Bernardino,-26.4739,-52.9687
4306,São Bernardo,-3.3722300000000005,-42.4191
4307,São Bonifácio,-27.9009,-48.9326
4308,São Borja,-28.6578,-56.0036
4309,São Brás,-10.1141,-36.8522
4310,São Brás do Suaçuí,-20.6242,-43.9515
4311,São Braz do Piauí,-9.05797,-43.0076
4312,São Caetano,-8.33763,-36.2869
4313,São Caetano de Odivelas,-0.747293,-48.0246
4314,São Carlos,-22.0174,-47.886
4315,São Carlos,-27.0798,-53.0037
4316,São Carlos do Ivaí,-23.3158,-52.4761
4317,São Cristóvão,-11.0084,-37.2044
4318,São Cristovão do Sul,-27.2666,-50.4388
4319,São Desidério,-12.3572,-44.9769
4320,São Domingos das Dores,-19.5246,-42.0106
4321,São Domingos do Araguaia,-5.5373199999999985,-48.7366
4322,São Domingos do Azeitão,-6.814710000000002,-44.6509
4323,São Domingos do Capim,-1.6876799999999998,-47.7665
4324,São Domingos do Cariri,-7.63273,-36.4374
4325,São Domingos do Maranhão,-5.58095,-44.3822
4326,São Domingos do Norte,-19.1452,-40.6281
4327,São Domingos do Prata,-19.8678,-42.971
4328,São Domingos do Sul,-28.5312,-51.886
4329,São Felipe,-12.8394,-39.0893
4330,São Felipe D'Oeste,-11.9023,-61.5026
4331,São Félix,-12.6104,-38.9727
4332,São Félix de Balsas,-7.07535,-44.8092
4333,São Félix de Minas,-18.5959,-41.4889
4334,São Félix do Araguaia,-11.615,-50.6706
4335,São Félix do Coribe,-13.4019,-44.1837
4336,São Félix do Piauí,-5.93485,-42.1172
4337,São Félix do Tocantins,-10.1615,-46.6618
4338,São Félix do Xingu,-6.64254,-51.9904
4339,São Fernando,-6.37975,-37.1864
4340,São Fidélis,-21.6551,-41.756
4341,São Francisco,-20.3623,-50.6952
4342,São Francisco,-6.60773,-38.0968
4343,São Francisco,-10.3442,-36.8869
4344,São Francisco,-15.9514,-44.8593
4345,São Francisco de Assis,-29.5547,-55.1253
4346,São Francisco de Assis do Piauí,-8.23599,-41.6873
4347,São Francisco de Goiás,-15.9256,-49.2605
4348,São Francisco de Itabapoana,-21.4702,-41.1091
4349,São Francisco de Paula,-29.4404,-50.5828
4350,São Francisco de Paula,-20.7036,-44.9838
4351,São Francisco de Sales,-19.8611,-49.7727
4352,São Francisco do Brejão,-5.12584,-47.389
4353,São Francisco do Conde,-12.6183,-38.6786
4354,São Francisco do Glória,-20.7923,-42.2673
4355,São Francisco do Guaporé,-12.052,-63.56800000000001
4356,São Francisco do Maranhão,-6.25159,-42.8668
4357,São Francisco do Oeste,-5.97472,-38.1519
4358,São Francisco do Pará,-1.16963,-47.7917
4359,São Francisco do Piauí,-7.2463,-42.541
4360,São Gabriel,-30.3337,-54.3217
4361,São Gabriel,-11.2175,-41.8843
4362,São Gabriel da Cachoeira,-0.11909000000000003,-67.084
4363,São Gabriel da Palha,-19.0182,-40.5365
4364,São Gabriel do Oeste,-19.3889,-54.5507
4365,São Geraldo,-20.9252,-42.8364
4366,São Geraldo da Piedade,-18.8411,-42.2867
4367,São Geraldo do Araguaia,-6.39471,-48.5592
4368,São Geraldo do Baixio,-18.9097,-41.363
4369,São Gonçalo do Abaeté,-18.3315,-45.8265
4370,São Gonçalo do Gurguéia,-10.0319,-45.3092
4371,São Gonçalo do Pará,-19.9822,-44.8593
4372,São Gonçalo do Piauí,-5.9939300000000015,-42.7095
4373,São Gonçalo do Rio Abaixo,-19.8221,-43.36600000000001
4374,São Gonçalo do Rio Preto,-18.0025,-43.3854
4375,São Gonçalo do Sapucaí,-21.8932,-45.5893
4376,São Gonçalo dos Campos,-12.4331,-38.9663
4377,São Gotardo,-19.3087,-46.0465
4378,São Jerônimo,-29.9716,-51.7251
4379,São Jerônimo da Serra,-23.7218,-50.7475
4380,São João,-25.8214,-52.7252
4381,São João,-8.875760000000003,-36.3653
4382,São João Batista,-2.95398,-44.7953
4383,São João Batista,-27.2772,-48.8474
4384,São João Batista do Glória,-20.635,-46.508
4385,São João d'Aliança,-14.7048,-47.5228
4386,São João da Baliza,0.951659,-59.9133
4387,São João da Barra,-21.638,-41.0446
4388,São João da Boa Vista,-21.9707,-46.7944
4389,São João da Canabrava,-6.81203,-41.3415
4390,São João da Fronteira,-3.95497,-41.2569
4391,São João da Lagoa,-16.8455,-44.3507
4392,São João da Mata,-21.928,-45.9297
4393,São João da Paraúna,-16.8126,-50.4092
4394,São João da Ponta,-0.857885,-47.918
4395,São João da Ponte,-15.9271,-44.0096
4396,São João da Serra,-5.51081,-41.8923
4397,São João da Urtiga,-27.8195,-51.8257
4398,São João da Varjota,-6.94082,-41.8889
4399,São João das Duas Pontes,-20.3879,-50.3792
4400,São João das Missões,-14.8859,-44.0922
4401,São João de Iracema,-20.5111,-50.3561
4402,São João de Meriti,-22.8058,-43.3729
4403,São João de Pirabas,-0.780222,-47.181
4404,São João do Araguaia,-5.36334,-48.7926
4405,São João do Arraial,-3.8186,-42.4459
4406,São João do Caiuá,-22.8535,-52.3411
4407,São João do Cariri,-7.38168,-36.5345
4408,São João do Carú,-3.5503,-46.2507
4409,São João do Itaperiú,-26.6213,-48.7683
4410,São João do Ivaí,-23.9833,-51.8215
4411,São João do Jaguaribe,-5.27516,-38.2694
4412,São João do Manhuaçu,-20.3933,-42.1533
4413,São João do Manteninha,-18.723,-41.1628
4414,São João do Oeste,-27.0984,-53.5977
4415,São João do Oriente,-19.3384,-42.1575
4416,São João do Pacuí,-16.5373,-44.5134
4417,São João do Paraíso,-15.3168,-42.0213
4418,São João do Paraíso,-6.45634,-47.0594
4419,São João do Pau d'Alho,-21.2662,-51.6672
4420,São João do Piauí,-8.35466,-42.2559
4421,São João do Polêsine,-29.6194,-53.4439
4422,São João do Rio do Peixe,-6.72195,-38.4468
4423,São João do Sabugi,-6.71387,-37.2027
4424,São João do Soter,-5.10821,-43.8163
4425,São João do Sul,-29.2154,-49.8094
4426,São João do Tigre,-8.07703,-36.8547
4427,São João do Triunfo,-25.683000000000003,-50.2949
4428,São João dos Patos,-6.4934,-43.7036
4429,São João Evangelista,-18.548,-42.7655
4430,São João Nepomuceno,-21.5381,-43.0069
4431,São Joaquim,-28.2887,-49.9457
4432,São Joaquim da Barra,-20.5812,-47.8593
4433,São Joaquim de Bicas,-20.048,-44.2749
4434,São Joaquim do Monte,-8.43196,-35.8035
4435,São Jorge,-28.4984,-51.7064
4436,São Jorge d'Oeste,-25.7085,-52.9204
4437,São Jorge do Ivaí,-23.4336,-52.2929
4438,São Jorge do Patrocínio,-23.7647,-53.8823
4439,São José da Barra,-20.7178,-46.313
4440,São José da Bela Vista,-20.5935,-47.6424
4441,São José da Boa Vista,-23.9122,-49.6577
4442,São José da Coroa Grande,-8.88937,-35.1515
4443,São José da Lagoa Tapada,-6.93646,-38.1622
4444,São José da Laje,-9.01278,-36.0515
4445,São José da Lapa,-19.6971,-43.9586
4446,São José da Safira,-18.3243,-42.1431
4447,São José da Tapera,-9.55768,-37.3831
4448,São José da Varginha,-19.7006,-44.556
4449,São José da Vitória,-15.0787,-39.3437
4450,São José das Missões,-27.7789,-53.1226
4451,São José das Palmeiras,-24.8369,-54.0572
4452,São José de Caiana,-7.246360000000001,-38.2989
4453,São José de Espinharas,-6.839739999999999,-37.3214
4454,São José de Piranhas,-7.1187,-38.502
4455,São José de Princesa,-7.7363300000000015,-38.0894
4456,São José de Ribamar,-2.54704,-44.0597
4457,São José de Ubá,-21.3661,-41.9511
4458,São José do Alegre,-22.3243,-45.5258
4459,São José do Barreiro,-22.6414,-44.5774
4460,São José do Belmonte,-7.85723,-38.7577
4461,São José do Bonfim,-7.1607,-37.3036
4462,São José do Brejo do Cruz,-6.21054,-37.3601
4463,São José do Calçado,-21.0274,-41.6636
4464,São José do Campestre,-6.31087,-35.7067
4465,São José do Cedro,-26.4561,-53.4955
4466,São José do Cerrito,-27.6602,-50.5733
4467,São José do Egito,-7.46945,-37.274
4468,São José do Goiabal,-19.9214,-42.7035
4469,São José do Herval,-29.052,-52.295
4470,São José do Hortêncio,-29.528,-51.245
4471,São José do Inhacorá,-27.7251,-54.1275
4472,São José do Jacuípe,-11.4137,-39.8669
4473,São José do Jacuri,-18.281,-42.6729
4474,São José do Mantimento,-20.0058,-41.7486
4475,São José do Norte,-32.0151,-52.0331
4476,São José do Ouro,-27.7707,-51.5966
4477,São José do Peixe,-7.4855399999999985,-42.5672
4478,São José do Piauí,-6.87194,-41.4731
4479,São José do Povo,-16.4549,-54.2487
4480,São José do Rio Claro,-13.4398,-56.7218
4481,São José do Rio Pardo,-21.5953,-46.8873
4482,São José do Sabugi,-6.76295,-36.7972
4483,São José do Seridó,-6.44002,-36.8746
4484,São José do Sul,-29.5448,-51.4821
4485,São José do Vale do Rio Preto,-22.1525,-42.9327
4486,São José do Xingu,-10.7982,-52.7486
4487,São José dos Ausentes,-28.7476,-50.0677
4488,São José dos Basílios,-5.0549300000000015,-44.5809
4489,São José dos Cordeiros,-7.38775,-36.8085
4490,São José dos Quatro Marcos,-15.6276,-58.1772
4491,São José dos Ramos,-7.25238,-35.3725
4492,São Julião,-7.08391,-40.8246
4493,São Lourenço,-22.1166,-45.0506
4494,São Lourenço da Serra,-23.8491,-46.9432
4495,São Lourenço do Piauí,-9.16463,-42.5496
4496,São Lourenço do Sul,-31.3564,-51.9715
4497,São Luís de Montes Belos,-16.5211,-50.3726
4498,São Luís do Curu,-3.66976,-39.2391
4499,São Luis do Piauí,-6.8193600000000005,-41.3175
4500,São Luís do Quitunde,-9.31816,-35.5606
4501,São Luís Gonzaga do Maranhão,-4.38541,-44.6654
4502,São Luiz,1.01019,-60.0419
4503,São Luiz do Norte,-14.8608,-49.3285
4504,São Luiz do Paraitinga,-23.222,-45.3109
4505,São Luiz Gonzaga,-28.412,-54.9559
4506,São Mamede,-6.92386,-37.0954
4507,São Manoel do Paraná,-23.3941,-52.6454
4508,São Manuel,-22.7321,-48.5723
4509,São Marcos,-28.9677,-51.0696
4510,São Martinho,-28.1609,-48.9867
4511,São Martinho,-27.7112,-53.9699
4512,São Martinho da Serra,-29.5397,-53.859
4513,São Mateus,-18.7214,-39.8579
4514,São Mateus do Maranhão,-4.03736,-44.4707
4515,São Mateus do Sul,-25.8677,-50.38399999999999
4516,São Miguel,-6.2028300000000005,-38.4947
4517,São Miguel Arcanjo,-23.8782,-47.9935
4518,São Miguel da Baixa Grande,-5.85646,-42.1934
4519,São Miguel da Boa Vista,-26.687,-53.2511
4520,São Miguel das Matas,-13.0434,-39.4578
4521,São Miguel das Missões,-28.556,-54.5559
4522,São Miguel de Taipu,-7.24764,-35.2016
4523,São Miguel do Aleixo,-10.3847,-37.3836
4524,São Miguel do Anta,-20.7067,-42.7174
4525,São Miguel do Araguaia,-13.2731,-50.1634
4526,São Miguel do Fidalgo,-7.59713,-42.3676
4527,São Miguel do Gostoso,-5.12302,-35.6354
4528,São Miguel do Guamá,-1.61307,-47.4784
4529,São Miguel do Guaporé,-11.6953,-62.7192
4530,São Miguel do Iguaçu,-25.3492,-54.2405
4531,São Miguel do Oeste,-26.7242,-53.5163
4532,São Miguel do Passa Quatro,-17.0582,-48.662
4533,São Miguel do Tapuio,-5.4972900000000005,-41.3165
4534,São Miguel do Tocantins,-5.56305,-47.5743
4535,São Miguel dos Campos,-9.78301,-36.0971
4536,São Miguel dos Milagres,-9.26493,-35.3763
4537,São Nicolau,-28.1834,-55.2654
4538,São Patrício,-15.35,-49.81800000000001
4539,São Paulo das Missões,-28.0195,-54.9404
4540,São Paulo de Olivença,-3.47292,-68.9646
4541,São Paulo do Potengi,-5.8994,-35.7642
4542,São Pedro,-5.90559,-35.6317
4543,São Pedro,-22.5483,-47.9096
4544,São Pedro da Água Branca,-5.08472,-48.4291
4545,São Pedro da Aldeia,-22.8429,-42.1026
4546,São Pedro da Cipa,-16.0109,-54.9176
4547,São Pedro da Serra,-29.4193,-51.5134
4548,São Pedro da União,-21.131,-46.6123
4549,São Pedro das Missões,-27.7706,-53.2513
4550,São Pedro do Butiá,-28.1243,-54.8926
4551,São Pedro do Iguaçu,-24.9373,-53.8521
4552,São Pedro do Ivaí,-23.8634,-51.8568
4553,São Pedro do Paraná,-22.8239,-53.2241
4554,São Pedro do Piauí,-5.9207800000000015,-42.7192
4555,São Pedro do Suaçuí,-18.3609,-42.5981
4556,São Pedro do Sul,-29.6202,-54.1855
4557,São Pedro do Turvo,-22.7453,-49.7428
4558,São Pedro dos Crentes,-6.82389,-46.5319
4559,São Pedro dos Ferros,-20.1732,-42.5251
4560,São Rafael,-5.79791,-36.8778
4561,São Raimundo das Mangabeiras,-7.0218300000000005,-45.4809
4562,São Raimundo do Doca Bezerra,-5.110530000000002,-45.0696
4563,São Raimundo Nonato,-9.01241,-42.6987
4564,São Roberto,-5.0231,-45.00100000000001
